all_riders,rider_class,stage,points,stage_class
Anthony Turgis,Unclassed,X1,170,Flat
Anthony Turgis,Unclassed,X2,6,Hills
Anthony Turgis,Unclassed,X3,26,Flat
Anthony Turgis,Unclassed,X4,4,Hills
Anthony Turgis,Unclassed,X6,9,Hills
Anthony Turgis,Unclassed,X7,4,Hills
Anthony Turgis,Unclassed,X8,30,Flat
Anthony Turgis,Unclassed,X9,36,Flat
Anthony Turgis,Unclassed,X10,1,Hills
Anthony Turgis,Unclassed,X11,1,Hills
Anthony Turgis,Unclassed,X12,6,Mount
Anthony Turgis,Unclassed,X14,8,Mount
Anthony Turgis,Unclassed,X15,0,Hills
Anthony Turgis,Unclassed,X16,1,Mount
Anthony Turgis,Unclassed,X17,5,Flat
Anthony Turgis,Unclassed,X18,13,Mount
Anthony Turgis,Unclassed,X19,14,Mount
Anthony Turgis,Unclassed,X20,22,Hills
Anthony Turgis,Unclassed,X21,10,Flat
Mattéo Vercher,Unclassed,X1,20,Flat
Mattéo Vercher,Unclassed,X2,0,Hills
Mattéo Vercher,Unclassed,X3,0,Flat
Mattéo Vercher,Unclassed,X4,0,Hills
Mattéo Vercher,Unclassed,X6,0,Hills
Mattéo Vercher,Unclassed,X7,0,Hills
Mattéo Vercher,Unclassed,X8,0,Flat
Mattéo Vercher,Unclassed,X9,0,Flat
Mattéo Vercher,Unclassed,X10,0,Hills
Mattéo Vercher,Unclassed,X11,0,Hills
Mattéo Vercher,Unclassed,X12,0,Mount
Mattéo Vercher,Unclassed,X14,0,Mount
Mattéo Vercher,Unclassed,X15,0,Hills
Mattéo Vercher,Unclassed,X16,0,Mount
Mattéo Vercher,Unclassed,X17,0,Flat
Mattéo Vercher,Unclassed,X18,0,Mount
Mattéo Vercher,Unclassed,X19,0,Mount
Mattéo Vercher,Unclassed,X20,0,Hills
Mattéo Vercher,Unclassed,X21,0,Flat
Edoardo Affini,Unclassed,X1,0,Flat
Edoardo Affini,Unclassed,X2,8,Hills
Edoardo Affini,Unclassed,X3,6,Flat
Edoardo Affini,Unclassed,X4,12,Hills
Edoardo Affini,Unclassed,X6,8,Hills
Edoardo Affini,Unclassed,X7,12,Hills
Edoardo Affini,Unclassed,X8,12,Flat
Edoardo Affini,Unclassed,X9,8,Flat
Edoardo Affini,Unclassed,X10,16,Hills
Edoardo Affini,Unclassed,X11,8,Hills
Edoardo Affini,Unclassed,X12,16,Mount
Edoardo Affini,Unclassed,X14,14,Mount
Edoardo Affini,Unclassed,X15,16,Hills
Edoardo Affini,Unclassed,X16,12,Mount
Edoardo Affini,Unclassed,X17,12,Flat
Edoardo Affini,Unclassed,X18,14,Mount
Edoardo Affini,Unclassed,X19,16,Mount
Edoardo Affini,Unclassed,X20,12,Hills
Edoardo Affini,Unclassed,X21,20,Flat
Tiesj Benoot,Unclassed,X1,0,Flat
Tiesj Benoot,Unclassed,X2,8,Hills
Tiesj Benoot,Unclassed,X3,6,Flat
Tiesj Benoot,Unclassed,X4,32,Hills
Tiesj Benoot,Unclassed,X6,8,Hills
Tiesj Benoot,Unclassed,X7,12,Hills
Tiesj Benoot,Unclassed,X8,12,Flat
Tiesj Benoot,Unclassed,X9,8,Flat
Tiesj Benoot,Unclassed,X10,16,Hills
Tiesj Benoot,Unclassed,X11,8,Hills
Tiesj Benoot,Unclassed,X12,16,Mount
Tiesj Benoot,Unclassed,X14,14,Mount
Tiesj Benoot,Unclassed,X15,16,Hills
Tiesj Benoot,Unclassed,X16,12,Mount
Tiesj Benoot,Unclassed,X17,12,Flat
Tiesj Benoot,Unclassed,X18,14,Mount
Tiesj Benoot,Unclassed,X19,16,Mount
Tiesj Benoot,Unclassed,X20,12,Hills
Tiesj Benoot,Unclassed,X21,20,Flat
Victor Campenaerts,Unclassed,X1,0,Flat
Victor Campenaerts,Unclassed,X2,8,Hills
Victor Campenaerts,Unclassed,X3,6,Flat
Victor Campenaerts,Unclassed,X4,12,Hills
Victor Campenaerts,Unclassed,X6,8,Hills
Victor Campenaerts,Unclassed,X7,12,Hills
Victor Campenaerts,Unclassed,X8,12,Flat
Victor Campenaerts,Unclassed,X9,8,Flat
Victor Campenaerts,Unclassed,X10,36,Hills
Victor Campenaerts,Unclassed,X11,8,Hills
Victor Campenaerts,Unclassed,X12,16,Mount
Victor Campenaerts,Unclassed,X14,14,Mount
Victor Campenaerts,Unclassed,X15,216,Hills
Victor Campenaerts,Unclassed,X16,12,Mount
Victor Campenaerts,Unclassed,X17,12,Flat
Victor Campenaerts,Unclassed,X18,14,Mount
Victor Campenaerts,Unclassed,X19,46,Mount
Victor Campenaerts,Unclassed,X20,12,Hills
Victor Campenaerts,Unclassed,X21,20,Flat
Julian Alaphilippe,Climber,X1,8,Flat
Julian Alaphilippe,Climber,X2,120,Hills
Julian Alaphilippe,Climber,X3,0,Flat
Julian Alaphilippe,Climber,X4,0,Hills
Julian Alaphilippe,Climber,X6,5,Hills
Julian Alaphilippe,Climber,X7,0,Hills
Julian Alaphilippe,Climber,X8,0,Flat
Julian Alaphilippe,Climber,X9,0,Flat
Julian Alaphilippe,Climber,X10,0,Hills
Julian Alaphilippe,Climber,X11,0,Hills
Julian Alaphilippe,Climber,X12,0,Mount
Julian Alaphilippe,Climber,X14,4,Mount
Julian Alaphilippe,Climber,X15,160,Hills
Julian Alaphilippe,Climber,X16,87,Mount
Julian Alaphilippe,Climber,X17,0,Flat
Julian Alaphilippe,Climber,X18,0,Mount
Julian Alaphilippe,Climber,X19,0,Mount
Julian Alaphilippe,Climber,X20,0,Hills
Julian Alaphilippe,Climber,X21,8,Flat
Alberto Dainese,Sprinter,X1,8,Flat
Alberto Dainese,Sprinter,X2,0,Hills
Alberto Dainese,Sprinter,X3,60,Flat
Alberto Dainese,Sprinter,X4,0,Hills
Alberto Dainese,Sprinter,X6,2,Hills
Alberto Dainese,Sprinter,X7,0,Hills
Alberto Dainese,Sprinter,X8,80,Flat
Alberto Dainese,Sprinter,X9,20,Flat
Alberto Dainese,Sprinter,X10,0,Hills
Alberto Dainese,Sprinter,X11,40,Hills
Alberto Dainese,Sprinter,X12,0,Mount
Alberto Dainese,Sprinter,X14,0,Mount
Alberto Dainese,Sprinter,X15,2,Hills
Alberto Dainese,Sprinter,X16,0,Mount
Alberto Dainese,Sprinter,X17,110,Flat
Alberto Dainese,Sprinter,X18,0,Mount
Alberto Dainese,Sprinter,X19,0,Mount
Alberto Dainese,Sprinter,X20,0,Hills
Alberto Dainese,Sprinter,X21,0,Flat
Marc Hirschi,Unclassed,X1,8,Flat
Marc Hirschi,Unclassed,X2,30,Hills
Marc Hirschi,Unclassed,X3,0,Flat
Marc Hirschi,Unclassed,X4,11,Hills
Marc Hirschi,Unclassed,X6,2,Hills
Marc Hirschi,Unclassed,X7,0,Hills
Marc Hirschi,Unclassed,X8,0,Flat
Marc Hirschi,Unclassed,X9,0,Flat
Marc Hirschi,Unclassed,X10,0,Hills
Marc Hirschi,Unclassed,X11,0,Hills
Marc Hirschi,Unclassed,X12,0,Mount
Marc Hirschi,Unclassed,X14,0,Mount
Marc Hirschi,Unclassed,X15,2,Hills
Marc Hirschi,Unclassed,X16,0,Mount
Marc Hirschi,Unclassed,X17,0,Flat
Marc Hirschi,Unclassed,X18,0,Mount
Marc Hirschi,Unclassed,X19,0,Mount
Marc Hirschi,Unclassed,X20,0,Hills
Marc Hirschi,Unclassed,X21,0,Flat
Marius Mayrhofer,Sprinter,X1,90,Flat
Marius Mayrhofer,Sprinter,X2,0,Hills
Marius Mayrhofer,Sprinter,X3,0,Flat
Marius Mayrhofer,Sprinter,X4,0,Hills
Marius Mayrhofer,Sprinter,X6,2,Hills
Marius Mayrhofer,Sprinter,X7,0,Hills
Marius Mayrhofer,Sprinter,X8,0,Flat
Marius Mayrhofer,Sprinter,X9,0,Flat
Marius Mayrhofer,Sprinter,X10,0,Hills
Marius Mayrhofer,Sprinter,X11,0,Hills
Marius Mayrhofer,Sprinter,X12,0,Mount
Marius Mayrhofer,Sprinter,X14,0,Mount
Marius Mayrhofer,Sprinter,X15,2,Hills
Marius Mayrhofer,Sprinter,X16,0,Mount
Marius Mayrhofer,Sprinter,X17,0,Flat
Marius Mayrhofer,Sprinter,X18,0,Mount
Marius Mayrhofer,Sprinter,X19,0,Mount
Marius Mayrhofer,Sprinter,X20,0,Hills
Marius Mayrhofer,Sprinter,X21,0,Flat
Michael Storer,Climber,X1,8,Flat
Michael Storer,Climber,X2,0,Hills
Michael Storer,Climber,X3,0,Flat
Michael Storer,Climber,X4,0,Hills
Michael Storer,Climber,X6,182,Hills
Michael Storer,Climber,X7,0,Hills
Michael Storer,Climber,X8,1,Flat
Michael Storer,Climber,X9,1,Flat
Michael Storer,Climber,X10,140,Hills
Michael Storer,Climber,X11,0,Hills
Michael Storer,Climber,X12,4,Mount
Michael Storer,Climber,X14,5,Mount
Michael Storer,Climber,X15,22,Hills
Michael Storer,Climber,X16,0,Mount
Michael Storer,Climber,X17,0,Flat
Michael Storer,Climber,X18,25,Mount
Michael Storer,Climber,X19,0,Mount
Michael Storer,Climber,X20,0,Hills
Michael Storer,Climber,X21,0,Flat
Matteo Trentin,Sprinter,X1,144,Flat
Matteo Trentin,Sprinter,X2,0,Hills
Matteo Trentin,Sprinter,X3,0,Flat
Matteo Trentin,Sprinter,X4,0,Hills
Matteo Trentin,Sprinter,X6,2,Hills
Matteo Trentin,Sprinter,X7,0,Hills
Matteo Trentin,Sprinter,X8,0,Flat
Matteo Trentin,Sprinter,X9,12,Flat
Matteo Trentin,Sprinter,X10,0,Hills
Matteo Trentin,Sprinter,X11,0,Hills
Matteo Trentin,Sprinter,X12,2,Mount
Matteo Trentin,Sprinter,X14,3,Mount
Matteo Trentin,Sprinter,X15,2,Hills
Matteo Trentin,Sprinter,X16,12,Mount
Matteo Trentin,Sprinter,X17,0,Flat
Matteo Trentin,Sprinter,X18,0,Mount
Matteo Trentin,Sprinter,X19,0,Mount
Matteo Trentin,Sprinter,X20,73,Hills
Matteo Trentin,Sprinter,X21,110,Flat
Jhonatan Narváez,Unclassed,X1,0,Flat
Jhonatan Narváez,Unclassed,X2,8,Hills
Jhonatan Narváez,Unclassed,X3,4,Flat
Jhonatan Narváez,Unclassed,X4,44,Hills
Jhonatan Narváez,Unclassed,X6,8,Hills
Jhonatan Narváez,Unclassed,X7,102,Hills
Jhonatan Narváez,Unclassed,X8,15,Flat
Jhonatan Narváez,Unclassed,X9,14,Flat
Jhonatan Narváez,Unclassed,X10,12,Hills
Jhonatan Narváez,Unclassed,X11,17,Hills
Jhonatan Narváez,Unclassed,X12,37,Mount
Jhonatan Narváez,Unclassed,X14,39,Mount
Jhonatan Narváez,Unclassed,X15,27,Hills
Jhonatan Narváez,Unclassed,X16,17,Mount
Jhonatan Narváez,Unclassed,X17,17,Flat
Jhonatan Narváez,Unclassed,X18,58,Mount
Jhonatan Narváez,Unclassed,X19,30,Mount
Jhonatan Narváez,Unclassed,X20,20,Hills
Jhonatan Narváez,Unclassed,X21,20,Flat
Nils Politt,Unclassed,X1,0,Flat
Nils Politt,Unclassed,X2,8,Hills
Nils Politt,Unclassed,X3,4,Flat
Nils Politt,Unclassed,X4,14,Hills
Nils Politt,Unclassed,X6,8,Hills
Nils Politt,Unclassed,X7,20,Hills
Nils Politt,Unclassed,X8,12,Flat
Nils Politt,Unclassed,X9,12,Flat
Nils Politt,Unclassed,X10,8,Hills
Nils Politt,Unclassed,X11,8,Hills
Nils Politt,Unclassed,X12,20,Mount
Nils Politt,Unclassed,X14,16,Mount
Nils Politt,Unclassed,X15,20,Hills
Nils Politt,Unclassed,X16,12,Mount
Nils Politt,Unclassed,X17,12,Flat
Nils Politt,Unclassed,X18,16,Mount
Nils Politt,Unclassed,X19,14,Mount
Nils Politt,Unclassed,X20,12,Hills
Nils Politt,Unclassed,X21,12,Flat
Pavel Sivakov,Climber,X1,0,Flat
Pavel Sivakov,Climber,X2,8,Hills
Pavel Sivakov,Climber,X3,4,Flat
Pavel Sivakov,Climber,X4,14,Hills
Pavel Sivakov,Climber,X6,8,Hills
Pavel Sivakov,Climber,X7,20,Hills
Pavel Sivakov,Climber,X8,12,Flat
Pavel Sivakov,Climber,X9,12,Flat
Pavel Sivakov,Climber,X10,8,Hills
Pavel Sivakov,Climber,X11,8,Hills
Pavel Sivakov,Climber,X12,20,Mount
Pavel Sivakov,Climber,X14,16,Mount
Pavel Sivakov,Climber,X15,20,Hills
Pavel Sivakov,Climber,X16,12,Mount
Pavel Sivakov,Climber,X17,12,Flat
Pavel Sivakov,Climber,X18,16,Mount
Pavel Sivakov,Climber,X19,14,Mount
Pavel Sivakov,Climber,X20,12,Hills
Pavel Sivakov,Climber,X21,12,Flat
Marc Soler,Climber,X1,0,Flat
Marc Soler,Climber,X2,8,Hills
Marc Soler,Climber,X3,4,Flat
Marc Soler,Climber,X4,14,Hills
Marc Soler,Climber,X6,8,Hills
Marc Soler,Climber,X7,20,Hills
Marc Soler,Climber,X8,12,Flat
Marc Soler,Climber,X9,12,Flat
Marc Soler,Climber,X10,8,Hills
Marc Soler,Climber,X11,8,Hills
Marc Soler,Climber,X12,20,Mount
Marc Soler,Climber,X14,16,Mount
Marc Soler,Climber,X15,20,Hills
Marc Soler,Climber,X16,12,Mount
Marc Soler,Climber,X17,12,Flat
Marc Soler,Climber,X18,16,Mount
Marc Soler,Climber,X19,14,Mount
Marc Soler,Climber,X20,12,Hills
Marc Soler,Climber,X21,12,Flat
Tim Wellens,Unclassed,X1,0,Flat
Tim Wellens,Unclassed,X2,16,Hills
Tim Wellens,Unclassed,X3,17,Flat
Tim Wellens,Unclassed,X4,22,Hills
Tim Wellens,Unclassed,X6,20,Hills
Tim Wellens,Unclassed,X7,32,Hills
Tim Wellens,Unclassed,X8,24,Flat
Tim Wellens,Unclassed,X9,24,Flat
Tim Wellens,Unclassed,X10,12,Hills
Tim Wellens,Unclassed,X11,12,Hills
Tim Wellens,Unclassed,X12,20,Mount
Tim Wellens,Unclassed,X14,16,Mount
Tim Wellens,Unclassed,X15,252,Hills
Tim Wellens,Unclassed,X16,12,Mount
Tim Wellens,Unclassed,X17,12,Flat
Tim Wellens,Unclassed,X18,22,Mount
Tim Wellens,Unclassed,X19,16,Mount
Tim Wellens,Unclassed,X20,112,Hills
Tim Wellens,Unclassed,X21,12,Flat
Jonas Abrahamsen,Unclassed,X1,4,Flat
Jonas Abrahamsen,Unclassed,X2,0,Hills
Jonas Abrahamsen,Unclassed,X3,0,Flat
Jonas Abrahamsen,Unclassed,X4,40,Hills
Jonas Abrahamsen,Unclassed,X6,0,Hills
Jonas Abrahamsen,Unclassed,X7,0,Hills
Jonas Abrahamsen,Unclassed,X8,0,Flat
Jonas Abrahamsen,Unclassed,X9,0,Flat
Jonas Abrahamsen,Unclassed,X10,0,Hills
Jonas Abrahamsen,Unclassed,X11,260,Hills
Jonas Abrahamsen,Unclassed,X12,0,Mount
Jonas Abrahamsen,Unclassed,X14,0,Mount
Jonas Abrahamsen,Unclassed,X15,0,Hills
Jonas Abrahamsen,Unclassed,X16,20,Mount
Jonas Abrahamsen,Unclassed,X17,40,Flat
Jonas Abrahamsen,Unclassed,X18,8,Mount
Jonas Abrahamsen,Unclassed,X19,6,Mount
Jonas Abrahamsen,Unclassed,X20,25,Hills
Jonas Abrahamsen,Unclassed,X21,37,Flat
Magnus Cort,Unclassed,X1,4,Flat
Magnus Cort,Unclassed,X2,0,Hills
Magnus Cort,Unclassed,X3,0,Flat
Magnus Cort,Unclassed,X4,0,Hills
Magnus Cort,Unclassed,X6,0,Hills
Magnus Cort,Unclassed,X7,0,Hills
Magnus Cort,Unclassed,X8,0,Flat
Magnus Cort,Unclassed,X9,0,Flat
Magnus Cort,Unclassed,X10,0,Hills
Magnus Cort,Unclassed,X11,8,Hills
Magnus Cort,Unclassed,X12,0,Mount
Magnus Cort,Unclassed,X14,0,Mount
Magnus Cort,Unclassed,X15,0,Hills
Magnus Cort,Unclassed,X16,0,Mount
Magnus Cort,Unclassed,X17,0,Flat
Magnus Cort,Unclassed,X18,0,Mount
Magnus Cort,Unclassed,X19,0,Mount
Magnus Cort,Unclassed,X20,0,Hills
Magnus Cort,Unclassed,X21,0,Flat
Stian Fredheim,Sprinter,X1,4,Flat
Stian Fredheim,Sprinter,X2,0,Hills
Stian Fredheim,Sprinter,X3,0,Flat
Stian Fredheim,Sprinter,X4,0,Hills
Stian Fredheim,Sprinter,X6,0,Hills
Stian Fredheim,Sprinter,X7,0,Hills
Stian Fredheim,Sprinter,X8,60,Flat
Stian Fredheim,Sprinter,X9,70,Flat
Stian Fredheim,Sprinter,X10,0,Hills
Stian Fredheim,Sprinter,X11,8,Hills
Stian Fredheim,Sprinter,X12,8,Mount
Stian Fredheim,Sprinter,X14,0,Mount
Stian Fredheim,Sprinter,X15,0,Hills
Stian Fredheim,Sprinter,X16,0,Mount
Stian Fredheim,Sprinter,X17,0,Flat
Stian Fredheim,Sprinter,X18,0,Mount
Stian Fredheim,Sprinter,X19,0,Mount
Stian Fredheim,Sprinter,X20,0,Hills
Stian Fredheim,Sprinter,X21,0,Flat
Markus Hoelgaard,Unclassed,X1,4,Flat
Markus Hoelgaard,Unclassed,X2,0,Hills
Markus Hoelgaard,Unclassed,X3,0,Flat
Markus Hoelgaard,Unclassed,X4,0,Hills
Markus Hoelgaard,Unclassed,X6,0,Hills
Markus Hoelgaard,Unclassed,X7,0,Hills
Markus Hoelgaard,Unclassed,X8,0,Flat
Markus Hoelgaard,Unclassed,X9,0,Flat
Markus Hoelgaard,Unclassed,X10,0,Hills
Markus Hoelgaard,Unclassed,X11,8,Hills
Markus Hoelgaard,Unclassed,X12,0,Mount
Markus Hoelgaard,Unclassed,X14,0,Mount
Markus Hoelgaard,Unclassed,X15,0,Hills
Markus Hoelgaard,Unclassed,X16,0,Mount
Markus Hoelgaard,Unclassed,X17,0,Flat
Markus Hoelgaard,Unclassed,X18,0,Mount
Markus Hoelgaard,Unclassed,X19,0,Mount
Markus Hoelgaard,Unclassed,X20,0,Hills
Markus Hoelgaard,Unclassed,X21,0,Flat
Anders Halland Johannessen,Unclassed,X1,4,Flat
Anders Halland Johannessen,Unclassed,X2,0,Hills
Anders Halland Johannessen,Unclassed,X3,0,Flat
Anders Halland Johannessen,Unclassed,X4,0,Hills
Anders Halland Johannessen,Unclassed,X6,0,Hills
Anders Halland Johannessen,Unclassed,X7,0,Hills
Anders Halland Johannessen,Unclassed,X8,0,Flat
Anders Halland Johannessen,Unclassed,X9,0,Flat
Anders Halland Johannessen,Unclassed,X10,135,Hills
Anders Halland Johannessen,Unclassed,X11,8,Hills
Anders Halland Johannessen,Unclassed,X12,0,Mount
Anders Halland Johannessen,Unclassed,X14,0,Mount
Anders Halland Johannessen,Unclassed,X15,0,Hills
Anders Halland Johannessen,Unclassed,X16,0,Mount
Anders Halland Johannessen,Unclassed,X17,0,Flat
Anders Halland Johannessen,Unclassed,X18,0,Mount
Anders Halland Johannessen,Unclassed,X19,0,Mount
Anders Halland Johannessen,Unclassed,X20,0,Hills
Anders Halland Johannessen,Unclassed,X21,0,Flat
Andreas Leknessund,Unclassed,X1,4,Flat
Andreas Leknessund,Unclassed,X2,37,Hills
Andreas Leknessund,Unclassed,X3,1,Flat
Andreas Leknessund,Unclassed,X4,0,Hills
Andreas Leknessund,Unclassed,X6,0,Hills
Andreas Leknessund,Unclassed,X7,0,Hills
Andreas Leknessund,Unclassed,X8,0,Flat
Andreas Leknessund,Unclassed,X9,0,Flat
Andreas Leknessund,Unclassed,X10,0,Hills
Andreas Leknessund,Unclassed,X11,8,Hills
Andreas Leknessund,Unclassed,X12,0,Mount
Andreas Leknessund,Unclassed,X14,0,Mount
Andreas Leknessund,Unclassed,X15,12,Hills
Andreas Leknessund,Unclassed,X16,0,Mount
Andreas Leknessund,Unclassed,X17,0,Flat
Andreas Leknessund,Unclassed,X18,0,Mount
Andreas Leknessund,Unclassed,X19,0,Mount
Andreas Leknessund,Unclassed,X20,0,Hills
Andreas Leknessund,Unclassed,X21,0,Flat
Søren Wærenskjold,Sprinter,X1,183,Flat
Søren Wærenskjold,Sprinter,X2,0,Hills
Søren Wærenskjold,Sprinter,X3,144,Flat
Søren Wærenskjold,Sprinter,X4,0,Hills
Søren Wærenskjold,Sprinter,X6,0,Hills
Søren Wærenskjold,Sprinter,X7,0,Hills
Søren Wærenskjold,Sprinter,X8,0,Flat
Søren Wærenskjold,Sprinter,X9,0,Flat
Søren Wærenskjold,Sprinter,X10,0,Hills
Søren Wærenskjold,Sprinter,X11,0,Hills
Søren Wærenskjold,Sprinter,X12,0,Mount
Søren Wærenskjold,Sprinter,X14,0,Mount
Søren Wærenskjold,Sprinter,X15,0,Hills
Søren Wærenskjold,Sprinter,X16,0,Mount
Søren Wærenskjold,Sprinter,X17,0,Flat
Søren Wærenskjold,Sprinter,X18,0,Mount
Søren Wærenskjold,Sprinter,X19,0,Mount
Søren Wærenskjold,Sprinter,X20,0,Hills
Søren Wærenskjold,Sprinter,X21,0,Flat
Davide Ballerini,Unclassed,X1,0,Flat
Davide Ballerini,Unclassed,X2,0,Hills
Davide Ballerini,Unclassed,X3,0,Flat
Davide Ballerini,Unclassed,X4,0,Hills
Davide Ballerini,Unclassed,X6,0,Hills
Davide Ballerini,Unclassed,X7,0,Hills
Davide Ballerini,Unclassed,X8,0,Flat
Davide Ballerini,Unclassed,X9,0,Flat
Davide Ballerini,Unclassed,X10,0,Hills
Davide Ballerini,Unclassed,X11,96,Hills
Davide Ballerini,Unclassed,X12,0,Mount
Davide Ballerini,Unclassed,X14,0,Mount
Davide Ballerini,Unclassed,X15,0,Hills
Davide Ballerini,Unclassed,X16,0,Mount
Davide Ballerini,Unclassed,X17,120,Flat
Davide Ballerini,Unclassed,X18,0,Mount
Davide Ballerini,Unclassed,X19,0,Mount
Davide Ballerini,Unclassed,X20,35,Hills
Davide Ballerini,Unclassed,X21,180,Flat
Cees Bol,Unclassed,X1,0,Flat
Cees Bol,Unclassed,X2,0,Hills
Cees Bol,Unclassed,X3,0,Flat
Cees Bol,Unclassed,X4,0,Hills
Cees Bol,Unclassed,X6,0,Hills
Cees Bol,Unclassed,X7,0,Hills
Cees Bol,Unclassed,X8,12,Flat
Cees Bol,Unclassed,X9,4,Flat
Cees Bol,Unclassed,X10,0,Hills
Cees Bol,Unclassed,X11,0,Hills
Cees Bol,Unclassed,X12,0,Mount
Cees Bol,Unclassed,X14,0,Mount
Cees Bol,Unclassed,X15,0,Hills
Cees Bol,Unclassed,X16,0,Mount
Cees Bol,Unclassed,X17,0,Flat
Cees Bol,Unclassed,X18,0,Mount
Cees Bol,Unclassed,X19,0,Mount
Cees Bol,Unclassed,X20,0,Hills
Cees Bol,Unclassed,X21,0,Flat
Clément Champoussin,Climber,X1,0,Flat
Clément Champoussin,Climber,X2,0,Hills
Clément Champoussin,Climber,X3,0,Flat
Clément Champoussin,Climber,X4,0,Hills
Clément Champoussin,Climber,X6,0,Hills
Clément Champoussin,Climber,X7,0,Hills
Clément Champoussin,Climber,X8,0,Flat
Clément Champoussin,Climber,X9,0,Flat
Clément Champoussin,Climber,X10,0,Hills
Clément Champoussin,Climber,X11,12,Hills
Clément Champoussin,Climber,X12,0,Mount
Clément Champoussin,Climber,X14,0,Mount
Clément Champoussin,Climber,X15,0,Hills
Clément Champoussin,Climber,X16,0,Mount
Clément Champoussin,Climber,X17,0,Flat
Clément Champoussin,Climber,X18,0,Mount
Clément Champoussin,Climber,X19,0,Mount
Clément Champoussin,Climber,X20,0,Hills
Clément Champoussin,Climber,X21,4,Flat
Yevgeniy Fedorov,Unclassed,X1,0,Flat
Yevgeniy Fedorov,Unclassed,X2,40,Hills
Yevgeniy Fedorov,Unclassed,X3,20,Flat
Yevgeniy Fedorov,Unclassed,X4,0,Hills
Yevgeniy Fedorov,Unclassed,X6,0,Hills
Yevgeniy Fedorov,Unclassed,X7,0,Hills
Yevgeniy Fedorov,Unclassed,X8,0,Flat
Yevgeniy Fedorov,Unclassed,X9,0,Flat
Yevgeniy Fedorov,Unclassed,X10,0,Hills
Yevgeniy Fedorov,Unclassed,X11,0,Hills
Yevgeniy Fedorov,Unclassed,X12,0,Mount
Yevgeniy Fedorov,Unclassed,X14,0,Mount
Yevgeniy Fedorov,Unclassed,X15,0,Hills
Yevgeniy Fedorov,Unclassed,X16,0,Mount
Yevgeniy Fedorov,Unclassed,X17,80,Flat
Yevgeniy Fedorov,Unclassed,X18,0,Mount
Yevgeniy Fedorov,Unclassed,X19,0,Mount
Yevgeniy Fedorov,Unclassed,X20,0,Hills
Yevgeniy Fedorov,Unclassed,X21,0,Flat
Sergio Higuita,Unclassed,X1,0,Flat
Sergio Higuita,Unclassed,X2,0,Hills
Sergio Higuita,Unclassed,X3,0,Flat
Sergio Higuita,Unclassed,X4,0,Hills
Sergio Higuita,Unclassed,X6,0,Hills
Sergio Higuita,Unclassed,X7,4,Hills
Sergio Higuita,Unclassed,X8,0,Flat
Sergio Higuita,Unclassed,X9,0,Flat
Sergio Higuita,Unclassed,X10,4,Hills
Sergio Higuita,Unclassed,X11,0,Hills
Sergio Higuita,Unclassed,X12,30,Mount
Sergio Higuita,Unclassed,X14,6,Mount
Sergio Higuita,Unclassed,X15,2,Hills
Sergio Higuita,Unclassed,X16,2,Mount
Sergio Higuita,Unclassed,X17,2,Flat
Sergio Higuita,Unclassed,X18,36,Mount
Sergio Higuita,Unclassed,X19,6,Mount
Sergio Higuita,Unclassed,X20,7,Hills
Sergio Higuita,Unclassed,X21,11,Flat
Harold Tejada,Unclassed,X1,0,Flat
Harold Tejada,Unclassed,X2,0,Hills
Harold Tejada,Unclassed,X3,0,Flat
Harold Tejada,Unclassed,X4,0,Hills
Harold Tejada,Unclassed,X6,115,Hills
Harold Tejada,Unclassed,X7,0,Hills
Harold Tejada,Unclassed,X8,0,Flat
Harold Tejada,Unclassed,X9,0,Flat
Harold Tejada,Unclassed,X10,0,Hills
Harold Tejada,Unclassed,X11,0,Hills
Harold Tejada,Unclassed,X12,0,Mount
Harold Tejada,Unclassed,X14,40,Mount
Harold Tejada,Unclassed,X15,50,Hills
Harold Tejada,Unclassed,X16,0,Mount
Harold Tejada,Unclassed,X17,0,Flat
Harold Tejada,Unclassed,X18,0,Mount
Harold Tejada,Unclassed,X19,4,Mount
Harold Tejada,Unclassed,X20,0,Hills
Harold Tejada,Unclassed,X21,4,Flat
Mike Teunissen,Unclassed,X1,60,Flat
Mike Teunissen,Unclassed,X2,0,Hills
Mike Teunissen,Unclassed,X3,0,Flat
Mike Teunissen,Unclassed,X4,0,Hills
Mike Teunissen,Unclassed,X6,0,Hills
Mike Teunissen,Unclassed,X7,0,Hills
Mike Teunissen,Unclassed,X8,0,Flat
Mike Teunissen,Unclassed,X9,0,Flat
Mike Teunissen,Unclassed,X10,0,Hills
Mike Teunissen,Unclassed,X11,0,Hills
Mike Teunissen,Unclassed,X12,0,Mount
Mike Teunissen,Unclassed,X14,0,Mount
Mike Teunissen,Unclassed,X15,0,Hills
Mike Teunissen,Unclassed,X16,0,Mount
Mike Teunissen,Unclassed,X17,25,Flat
Mike Teunissen,Unclassed,X18,0,Mount
Mike Teunissen,Unclassed,X19,0,Mount
Mike Teunissen,Unclassed,X20,30,Hills
Mike Teunissen,Unclassed,X21,74,Flat
Simone Velasco,Unclassed,X1,0,Flat
Simone Velasco,Unclassed,X2,70,Hills
Simone Velasco,Unclassed,X3,0,Flat
Simone Velasco,Unclassed,X4,0,Hills
Simone Velasco,Unclassed,X6,0,Hills
Simone Velasco,Unclassed,X7,0,Hills
Simone Velasco,Unclassed,X8,0,Flat
Simone Velasco,Unclassed,X9,0,Flat
Simone Velasco,Unclassed,X10,0,Hills
